timestamp,category,lat,lon,alt,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,esc1_err,esc2_err,esc3_err,esc4_err,esc5_err,esc6_err,esc1_rpm,esc2_rpm,esc3_rpm,esc4_rpm,esc5_rpm,esc6_rpm,esc1_pct,esc2_pct,esc3_pct,esc4_pct,esc5_pct,esc6_pct,gcs_cmd_idx,gcs_mission,gcs_val,gcs_fail,ftb_roll,ftb_pitch,ftb_yaw,ftb_col,ftb_switch,ftb_fail,laser_radar,avoidance,guide
2026-01-20 21:53:29.660,fcs_pwms,8,1477.0588385863584,1429.3570807726276,1462.6424573081754,1479.6677370572704,1567.5019318920297,1493.1144434737137,1597.3482174077521,1402.4547693186184
2026-01-20 21:53:29.682,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00
2026-01-20 21:53:29.703,fcs_datactrl,0.0953,1.0000,0.80000.0500
2026-01-20 21:53:29.725,avoiflag,0,00
2026-01-20 21:53:29.746,fcs_datafutaba,0,0,0,000
2026-01-20 21:53:29.767,fcs_line_aim2ab
2026-01-20 21:53:29.788,fcs_line_ab
2026-01-20 21:53:29.809,fcs_param
2026-01-20 21:53:29.831,fcs_esc,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00
2026-01-20 21:53:29.952,fcs_pwms,8,1508.502351099776,1423.5158751847098,1540.0696671343364,1487.68302822708,1584.410498266009,1493.6534002879544,1468.0988473442517,1590.662540698961
2026-01-20 21:53:29.975,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00
2026-01-20 21:53:29.996,fcs_datactrl,0.1064,1.0000,0.80000.0500
2026-01-20 21:53:30.016,avoiflag,0,00
2026-01-20 21:53:30.038,fcs_datafutaba,0,0,0,000
2026-01-20 21:53:30.059,fcs_line_aim2ab
2026-01-20 21:53:30.083,fcs_line_ab
2026-01-20 21:53:30.105,fcs_param
2026-01-20 21:53:30.126,fcs_esc,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00
2026-01-20 21:53:30.248,fcs_pwms,8,1546.0651734833987,1518.5254497159754,1555.9227492337461,1555.8152921787207,1475.5034932525818,1452.2466164768846,1505.8361987024668,1404.9795854158485
2026-01-20 21:53:30.270,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00
2026-01-20 21:53:30.291,fcs_datactrl,0.1004,1.0000,0.80000.0500
2026-01-20 21:53:30.311,avoiflag,0,00
2026-01-20 21:53:30.333,fcs_datafutaba,0,0,0,000
2026-01-20 21:53:30.354,fcs_line_aim2ab
2026-01-20 21:53:30.377,fcs_line_ab
2026-01-20 21:53:30.398,fcs_param
2026-01-20 21:53:30.417,fcs_esc,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00
2026-01-20 21:53:30.540,fcs_pwms,8,1408.2733998063902,1541.7005851320666,1518.8411917189658,1419.8219399309708,1568.1346648339786,1541.9868872089755,1554.4929419808625,1436.2710375796792
2026-01-20 21:53:30.560,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00
2026-01-20 21:53:30.585,fcs_datactrl,0.1093,1.0000,0.80000.0500
2026-01-20 21:53:30.602,avoiflag,0,00
2026-01-20 21:53:30.625,fcs_datafutaba,0,0,0,000
2026-01-20 21:53:30.645,fcs_line_aim2ab
2026-01-20 21:53:30.666,fcs_line_ab
2026-01-20 21:53:30.688,fcs_param
2026-01-20 21:53:30.710,fcs_esc,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00
2026-01-20 21:53:30.832,fcs_pwms,8,1544.097857513419,1440.295250790592,1436.6413909537653,1511.3415234514541,1503.6581517962636,1418.760075637793,1520.98711910352,1531.735344815174
2026-01-20 21:53:30.856,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00
2026-01-20 21:53:30.878,fcs_datactrl,0.0937,1.0000,0.80000.0500
2026-01-20 21:53:30.899,avoiflag,0,00
2026-01-20 21:53:30.921,fcs_datafutaba,0,0,0,000
2026-01-20 21:53:30.943,fcs_line_aim2ab
2026-01-20 21:53:30.964,fcs_line_ab
2026-01-20 21:53:30.987,fcs_param
2026-01-20 21:53:31.008,fcs_esc,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00
2026-01-20 21:53:31.130,fcs_pwms,8,1565.2817021305837,1544.2767473744257,1468.7109725878158,1484.0652985007803,1407.831889351166,1574.343434687574,1421.6534016981866,1512.1750879031135
2026-01-20 21:53:31.151,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00
2026-01-20 21:53:31.173,fcs_datactrl,0.0999,1.0000,0.80000.0500
2026-01-20 21:53:31.194,avoiflag,0,00
2026-01-20 21:53:31.215,fcs_datafutaba,0,0,0,000
2026-01-20 21:53:31.237,fcs_line_aim2ab
2026-01-20 21:53:31.258,fcs_line_ab
2026-01-20 21:53:31.281,fcs_param
2026-01-20 21:53:31.304,fcs_esc,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00
